거래소 종목코드 1565
283 	 A005380 	 1 	 133500 	 현대차
284 	 A005385 	 1 	 77200 	 현대차우
285 	 A005387 	 1 	 86500 	 현대차2우B
286 	 A005389 	 1 	 74800 	 현대차3우B
287 	 A005390 	 1 	 1370 	 신성통상
288 	 A005420 	 1 	 10350 	 코스모화학
289 	 A005430 	 1 	 40250 	 한국공항
290 	 A005440 	 1 	 10000 	 현대그린푸드
291 	 A005450 	 1 	 4945 	 신한
292 	 A005490 	 1 	 219500 	 POSCO
293 	 A005500 	 1 	 25350 	 삼진제약
294 	 A005610 	 1 	 78400 	 SPC삼립
295 	 A005680 	 1 	 8540 	 삼영전자
296 	 A005690 	 1 	 8740 	 파미셀
297 	 A005720 	 1 	 5970 	 넥센
298 	 A005725 	 1 	 3395 	 넥센우
299 	 A005740 	 1 	 10400 	 크라운해태홀딩스
300 	 A005745 	 1 	 12800 	 크라운해태홀딩스우
301 	 A005750 	 1 	 3940 	 대림B&Co
302 	 A005800 	 1 	 96000 	 신영와코루
303 	 A005810 	 1 	 32050 	 풍산홀딩스
304 	 A005820 	 1 	 18550 	 원림
305 	 A005830 	 1 	 43500 	 DB손해보험
306 	 A005850 	 1 	 17100 	 에스엘
307 	 A005870 	 1 	 6490 	 휴니드
308 	 A005880 	 1 	 20150 	 대한해운
309 	 A005930 	 1 	 61800 	 삼성전자
310 	 A005935 	 1 	 52700 	 삼성전자우
311 	 A005940 	 1 	 11250 	 NH투자증권
312 	 A005945 	 1 	 8490 	 NH투자증권우
313 	 A005950 	 1 	 9230 	 이수화학
314 	 A005960 	 1 	 8560 	 동부건설
315 	 A005965 	 1 	 21700 	 동부건설우
316 	 A006040 	 1 	 201000 	 동원산업
317 	 A006060 	 1 	 12900 	 화승인더
318 	 A006090 	 1 	 8110 	 사조오양
319 	 A006110 	 1 	 4660 	 삼아알미늄
320 	 A006120 	 1 	 24900 	 SK디스커버리
321 	 A006125 	 1 	 16950 	 SK디스커버리우
322 	 A006200 	 1 	 710 	 한국전자홀딩스
323 	 A006220 	 1 	 3675 	 제주은행
324 	 A006260 	 1 	 41950 	 LS
325 	 A006280 	 1 	 118500 	 녹십자
326 	 A006340 	 1 	 1090 	 대원전선
327 	 A006345 	 1 	 3030 	 대원전선우
328 	 A006360 	 1 	 29300 	 GS건설
329 	 A006370 	 1 	 6540 	 대구백화점
330 	 A006380 	 1 	 3370 	 카프로
331 	 A006390 	 1 	 28100 	 한일현대시멘트
332 	 A006400 	 1 	 337000 	 삼성SDI
333 	 A006405 	 1 	 166500 	 삼성SDI우
334 	 A006490 	 1 	 3240 	 인스코비
335 	 A006570 	 1 	 3960 	 대림통상
336 	 A006650 	 1 	 99400 	 대한유화
337 	 A006660 	 1 	 7440 	 삼성공조
338 	 A006740 	 1 	 3490 	 영풍제지
339 	 A006800 	 1 	 7010 	 미래에셋대우
340 	 A006805 	 1 	 4205 	 미래에셋대우우
341 	 A00680K 	 1 	 3830 	 미래에셋대우2우B
342 	 A006840 	 1 	 30200 	 AK홀딩스
343 	 A006880 	 1 	 3725 	 신송홀딩스
344 	 A006890 	 1 	 5020 	 태경화학
345 	 A006980 	 1 	 3250 	 우성사료
346 	 A007070 	 1 	 38650 	 GS리테일
347 	 A007110 	 1 	 2450 	 일신석재
348 	 A007120 	 1 	 332 	 미래아이앤지
349 	 A007160 	 1 	 33650 	 사조산업
350 	 A007210 	 1 	 1795 	 벽산
351 	 A007280 	 1 	 1485 	 한국특수형강
352 	 A007310 	 1 	 531000 	 오뚜기
353 	 A007340 	 1 	 28250 	 디티알오토모티브
354 	 A007460 	 1 	 3020 	 에이프로젠 KIC
355 	 A007540 	 1 	 38700 	 샘표
356 	 A007570 	 1 	 22200 	 일양약품
357 	 A007575 	 1 	 17450 	 일양약품우
358 	 A007590 	 1 	 6540 	 동방아그로
359 	 A007610 	 1 	 3120 	 선도전기
360 	 A007630 	 1 	 1225 	 폴루스바이오팜
361 	 A007660 	 1 	 4250 	 이수페타시스
362 	 A007690 	 1 	 42800 	 국도화학
363 	 A007700 	 1 	 105000 	 F&F
364 	 A007810 	 1 	 12950 	 코리아써키트
365 	 A007815 	 1 	 4265 	 코리아써우
366 	 A00781K 	 1 	 5670 	 코리아써키트2우B
367 	 A007860 	 1 	 5000 	 서연
368 	 A007980 	 1 	 2370 	 태평양물산
369 	 A008040 	 1 	 996 	 사조동아원
370 	 A008060 	 1 	 10200 	 대덕전자
371 	 A00806K 	 1 	 6310 	 대덕전자1우
372 	 A008110 	 1 	 3750 	 대동전자
373 	 A008250 	 1 	 6620 	 이건산업
374 	 A008260 	 1 	 2085 	 NI스틸
375 	 A008350 	 1 	 4635 	 남선알미늄
376 	 A008355 	 1 	 38800 	 남선알미우
377 	 A008420 	 1 	 2425 	 문배철강
378 	 A008490 	 1 	 39550 	 서흥
379 	 A008500 	 1 	 16700 	 일정실업
380 	 A008560 	 1 	 3635 	 메리츠종금증권
381 	 A008600 	 1 	 1555 	 윌비스
382 	 A008700 	 1 	 2120 	 아남전자
383 	 A008730 	 1 	 13450 	 율촌화학
384 	 A008770 	 1 	 96800 	 호텔신라
385 	 A008775 	 1 	 59100 	 호텔신라우
386 	 A008870 	 1 	 61600 	 금비
387 	 A008930 	 1 	 34850 	 한미사이언스
388 	 A008970 	 1 	 1065 	 동양철관
389 	 A009070 	 1 	 2730 	 KCTC
390 	 A009140 	 1 	 18900 	 경인전자
391 	 A009150 	 1 	 142500 	 삼성전기
392 	 A009155 	 1 	 63500 	 삼성전기우
393 	 A009160 	 1 	 2865 	 SIMPAC
394 	 A009180 	 1 	 1720 	 한솔로지스틱스
395 	 A009190 	 1 	 3500 	 대양금속
396 	 A009200 	 1 	 2695 	 무림페이퍼
397 	 A009240 	 1 	 69300 	 한샘
398 	 A009270 	 1 	 1715 	 신원
399 	 A009275 	 1 	 42300 	 신원우
400 	 A009290 	 1 	 6550 	 광동제약
401 	 A009310 	 1 	 1585 	 참엔지니어링
402 	 A009320 	 1 	 2605 	 대우부품
403 	 A009410 	 1 	 14400 	 태영건설
404 	 A009415 	 1 	 7990 	 태영건설우
405 	 A009420 	 1 	 25400 	 한올바이오파마
406 	 A009440 	 1 	 5120 	 KC그린홀딩스
407 	 A009450 	 1 	 42700 	 경동나비엔
408 	 A009460 	 1 	 4045 	 한창제지
409 	 A009470 	 1 	 18550 	 삼화전기
410 	 A009540 	 1 	 116500 	 한국조선해양
411 	 A009580 	 1 	 4010 	 무림P&P
412 	 A009680 	 1 	 9300 	 모토닉
413 	 A009770 	 1 	 30200 	 삼정펄프
414 	 A009810 	 1 	 908 	 엔케이물산
415 	 A009830 	 1 	 18350 	 한화솔루션
416 	 A009835 	 1 	 12000 	 한화솔루션우
417 	 A009970 	 1 	 41050 	 영원무역홀딩스
418 	 A010040 	 1 	 3740 	 한국내화
419 	 A010050 	 1 	 627 	 우리종금
420 	 A010060 	 1 	 62100 	 OCI
421 	 A010100 	 1 	 2195 	 한국프랜지
422 	 A010120 	 1 	 48600 	 LS산전
423 	 A010130 	 1 	 430500 	 고려아연
424 	 A010140 	 1 	 6660 	 삼성중공업
425 	 A010145 	 1 	 68500 	 삼성중공우
426 	 A010400 	 1 	 9030 	 우진아이엔에스
427 	 A010420 	 1 	 1915 	 한솔PNS
428 	 A010580 	 1 	 478 	 지코
429 	 A010600 	 1 	 2250 	 웰바이오텍
430 	 A010620 	 1 	 41250 	 현대미포조선
431 	 A010640 	 1 	 4095 	 진양폴리
432 	 A010660 	 1 	 2910 	 화천기계
433 	 A010690 	 1 	 3275 	 화신
434 	 A010770 	 1 	 3865 	 평화홀딩스
435 	 A010780 	 1 	 29250 	 아이에스동서
436 	 A010820 	 1 	 2240 	 퍼스텍
437 	 A010950 	 1 	 76200 	 S-Oil
438 	 A010955 	 1 	 45500 	 S-Oil우
439 	 A010960 	 1 	 4280 	 삼호개발
440 	 A011000 	 1 	 2865 	 진원생명과학
441 	 A011070 	 1 	 155000 	 LG이노텍
442 	 A011090 	 1 	 1270 	 에넥스
443 	 A011150 	 1 	 3280 	 CJ씨푸드
444 	 A011155 	 1 	 47450 	 CJ씨푸드1우
445 	 A011160 	 1 	 1375 	 두산건설
446 	 A011170 	 1 	 207000 	 롯데케미칼
447 	 A011200 	 1 	 3825 	 현대상선
448 	 A011210 	 1 	 45050 	 현대위아
449 	 A011230 	 1 	 3155 	 삼화전자
450 	 A011280 	 1 	 4025 	 태림포장
451 	 A011300 	 1 	 596 	 성안
452 	 A011330 	 1 	 1880 	 유니켐
453 	 A011390 	 1 	 133000 	 부산산업
454 	 A011420 	 1 	 1975 	 갤럭시아에스엠
455 	 A011500 	 1 	 4275 	 한농화성
456 	 A011690 	 1 	 4170 	 유양디앤유
457 	 A011700 	 1 	 1550 	 한신기계
458 	 A011760 	 1 	 16550 	 현대상사
459 	 A011780 	 1 	 67500 	 금호석유
460 	 A011785 	 1 	 29750 	 금호석유우
461 	 A011790 	 1 	 57000 	 SKC
462 	 A011810 	 1 	 7840 	 STX
463 	 A011930 	 1 	 970 	 신성이엔지
464 	 A012030 	 1 	 808 	 DB
465 	 A012160 	 1 	 1110 	 영흥철강
466 	 A012170 	 1 	 150 	 키위미디어그룹
467 	 A012200 	 1 	 3390 	 계양전기
468 	 A012205 	 1 	 8080 	 계양전기우
469 	 A012280 	 1 	 1605 	 영화금속
470 	 A012320 	 1 	 37100 	 경동인베스트
471 	 A012330 	 1 	 237000 	 현대모비스
472 	 A012450 	 1 	 33300 	 한화에어로스페이스
473 	 A012510 	 1 	 97900 	 더존비즈온
474 	 A012600 	 1 	 3275 	 청호컴넷
475 	 A012610 	 1 	 8630 	 경인양행
476 	 A012630 	 1 	 10550 	 HDC
477 	 A012690 	 1 	 4770 	 모나리자
478 	 A012750 	 1 	 88800 	 에스원
479 	 A012800 	 1 	 1335 	 대창
480 	 A013000 	 1 	 2035 	 세우글로벌
481 	 A013360 	 1 	 1215 	 일성건설
482 	 A013520 	 1 	 2125 	 화승알앤에이
483 	 A013570 	 1 	 5200 	 디와이
484 	 A013580 	 1 	 19000 	 계룡건설
485 	 A013700 	 1 	 1485 	 까뮤이앤씨
486 	 A013870 	 1 	 5870 	 지엠비코리아
487 	 A013890 	 1 	 107500 	 지누스
488 	 A014130 	 1 	 5070 	 한익스프레스
489 	 A014160 	 1 	 1235 	 대영포장
490 	 A014280 	 1 	 3585 	 금강공업
491 	 A014285 	 1 	 10600 	 금강공업우
492 	 A014440 	 1 	 3255 	 영보화학
493 	 A014530 	 1 	 3590 	 극동유화
494 	 A014580 	 1 	 4250 	 백광소재
495 	 A014680 	 1 	 108500 	 한솔케미칼
496 	 A014710 	 1 	 4785 	 사조씨푸드
497 	 A014790 	 1 	 2820 	 한라
498 	 A014820 	 1 	 25250 	 동원시스템즈
499 	 A014825 	 1 	 30950 	 동원시스템즈우
500 	 A014830 	 1 	 41100 	 유니드
501 	 A014910 	 1 	 2335 	 성문전자
502 	 A014915 	 1 	 15800 	 성문전자우
503 	 A014990 	 1 	 2040 	 인디에프
504 	 A015020 	 1 	 777 	 이스타코
505 	 A015230 	 1 	 28300 	 대창단조
506 	 A015260 	 1 	 342 	 에이엔피
507 	 A015350 	 1 	 34300 	 부산가스
508 	 A015360 	 1 	 35550 	 예스코홀딩스
509 	 A015540 	 1 	 4625 	 메디파트너생명공학
510 	 A015590 	 1 	 1065 	 큐로
511 	 A015760 	 1 	 25600 	 한국전력
512 	 A015860 	 1 	 4815 	 일진홀딩스
513 	 A015890 	 1 	 5460 	 태경산업
514 	 A016090 	 1 	 2365 	 대현
515 	 A016360 	 1 	 35250 	 삼성증권
516 	 A016380 	 1 	 7250 	 동부제철
517 	 A016385 	 1 	 71200 	 동부제철우
518 	 A016450 	 1 	 6350 	 한세예스24홀딩스
519 	 A016580 	 1 	 15350 	 환인제약
520 	 A016590 	 1 	 60300 	 신대양제지
521 	 A016610 	 1 	 3970 	 DB금융투자
522 	 A016710 	 1 	 8110 	 대성홀딩스
523 	 A016740 	 1 	 3465 	 두올
524 	 A016800 	 1 	 28800 	 퍼시스
525 	 A016880 	 1 	 1250 	 웅진
526 	 A017040 	 1 	 2215 	 광명전기
527 	 A017180 	 1 	 4985 	 명문제약
528 	 A017370 	 1 	 4630 	 우신시스템
529 	 A017390 	 1 	 70200 	 서울가스
530 	 A017550 	 1 	 1930 	 수산중공업
531 	 A017670 	 1 	 227500 	 SK텔레콤
532 	 A017800 	 1 	 61800 	 현대엘리베이
533 	 A017810 	 1 	 11300 	 풀무원
534 	 A017900 	 1 	 2110 	 광전자
535 	 A017940 	 1 	 45000 	 E1
536 	 A017960 	 1 	 8910 	 한국카본
537 	 A018250 	 1 	 31450 	 애경산업
538 	 A018260 	 1 	 200000 	 삼성에스디에스
539 	 A018470 	 1 	 731 	 조일알미늄
540 	 A018500 	 1 	 1000 	 동원금속
541 	 A018670 	 1 	 80800 	 SK가스
542 	 A018880 	 1 	 10950 	 한온시스템
543 	 A019170 	 1 	 6900 	 신풍제약
544 	 A019175 	 1 	 9930 	 신풍제약우
545 	 A019180 	 1 	 4095 	 티에이치엔
546 	 A019440 	 1 	 12700 	 세아특수강
547 	 A019490 	 1 	 2940 	 하이트론
548 	 A019680 	 1 	 5540 	 대교
549 	 A019685 	 1 	 3700 	 대교우B
550 	 A020000 	 1 	 27650 	 한섬
551 	 A020120 	 1 	 4020 	 키다리스튜디오
552 	 A020150 	 1 	 52800 	 일진머티리얼즈
553 	 A020560 	 1 	 4970 	 아시아나항공
554 	 A020760 	 1 	 5110 	 일진디스플
555 	 A021050 	 1 	 3125 	 서원
556 	 A021240 	 1 	 90400 	 웅진코웨이
